clsAccounts,Incorporate,Nature_of_business,address,confirmation_status,status,type
Next accounts made up to 31 December 2020 due by 30 September 2021Last accounts made up to 31 December 2019,31 December 1987,,"Wellington House, 69/71 Upper Ground, London, SE1 9PQ",Next statement date 7 June 2021due by21 June 2021Last statement dated7 June 2020,Active,Active
